Date,Open,High,Low,Close,Volume,Day,Month,Momentum,MovingAverage,Return,LogReturn
2006-10-06,1353.219970703125,1353.219970703125,1344.2099609375,1349.5899658203125,2523000000.0,Friday,October,34.8099365234375,1327.7919982910157,-0.0026824943182935934,-0.002686098653359275
2006-10-09,1349.5799560546875,1352.68994140625,1346.550048828125,1350.6600341796875,1935170000.0,Monday,October,24.2900390625,1330.347998046875,0.0007928840510640356,0.000792569884558926
2006-10-10,1350.6199951171875,1354.22998046875,1348.5999755859375,1353.4200439453125,2376140000.0,Tuesday,October,17.070068359375,1332.3690002441406,0.0020434526052304225,0.0020413675958842036
2006-10-11,1353.280029296875,1353.969970703125,1343.5699462890625,1349.949951171875,2521000000.0,Wednesday,October,13.3599853515625,1333.9630004882813,-0.002563943683974057,-0.002567236216697791
2006-10-12,1349.93994140625,1363.760009765625,1349.93994140625,1362.8299560546875,2514350000.0,Thursday,October,23.949951171875,1336.2904968261719,0.009541098076733423,0.009495869261272884
2006-10-13,1362.8199462890625,1366.6300048828125,1360.5,1365.6199951171875,2482920000.0,Friday,October,29.77001953125,1338.5884948730468,0.002047239312655602,0.0020451465739917867
2006-10-16,1365.6099853515625,1370.199951171875,1364.47998046875,1369.06005859375,2305920000.0,Monday,October,37.7401123046875,1340.9824951171875,0.0025190488487738527,0.002515881363474249
2006-10-17,1369.050048828125,1369.050048828125,1356.8699951171875,1364.050048828125,2519620000.0,Tuesday,October,29.9400634765625,1343.302996826172,-0.0036594521432252725,-0.003666164318479104
2006-10-18,1363.9300537109375,1372.8699951171875,1360.949951171875,1365.800048828125,2658840000.0,Wednesday,October,15.60009765625,1345.3339965820312,0.0012829441276758224,0.0012821218580672926
2006-10-19,1365.949951171875,1368.0899658203125,1362.06005859375,1366.9599609375,2619830000.0,Thursday,October,13.739990234375,1347.7804931640626,0.0008492546990097605,0.0008488942862782346
2006-10-20,1366.93994140625,1368.6600341796875,1362.0999755859375,1368.5999755859375,2526410000.0,Friday,October,19.010009765625,1350.4714904785155,0.0011997532446470505,0.0011990341158502982
2006-10-23,1368.5799560546875,1377.4000244140625,1363.93994140625,1377.02001953125,2480430000.0,Monday,October,26.3599853515625,1353.0039916992187,0.006152304614580828,0.006133456455451609
2006-10-24,1377.02001953125,1377.780029296875,1372.4200439453125,1377.3800048828125,2876890000.0,Tuesday,October,23.9599609375,1355.0554931640625,0.0002614234698528062,0.0002613893046917648
2006-10-25,1377.3599853515625,1383.6099853515625,1376.0,1382.219970703125,2953540000.0,Wednesday,October,32.27001953125,1357.3369934082032,0.003513892900401272,0.003507733603266655
2006-10-26,1382.2099609375,1389.449951171875,1379.469970703125,1389.0799560546875,2793350000.0,Thursday,October,26.25,1359.846990966797,0.004963019994619788,0.004950744808794787
2006-10-27,1388.8900146484375,1388.8900146484375,1375.8499755859375,1377.3399658203125,2458450000.0,Friday,October,11.719970703125,1361.9214904785156,-0.00845163029183671,-0.008487547836851525
2006-10-30,1377.300048828125,1381.219970703125,1373.4599609375,1377.9300537109375,2770440000.0,Monday,October,8.8699951171875,1364.2519958496093,0.00042842573748558266,0.00042833398938320956
2006-10-31,1377.9300537109375,1381.2099609375,1372.18994140625,1377.93994140625,2803030000.0,Tuesday,October,13.889892578125,1366.4434936523437,7.175759964006545e-06,7.175734218364178e-06
2006-11-01,1377.760009765625,1381.949951171875,1366.260009765625,1367.81005859375,2821160000.0,Wednesday,November,2.010009765625,1367.3239990234374,-0.007351469035843494,-0.00737862425334979
2006-11-02,1367.43994140625,1368.3900146484375,1362.2099609375,1367.3399658203125,2646180000.0,Thursday,November,0.3800048828125,1368.0299987792969,-0.0003436827873022352,-0.00034374185976655965
2006-11-03,1367.31005859375,1371.6800537109375,1360.97998046875,1364.300048828125,2419730000.0,Friday,November,-4.2999267578125,1368.7655029296875,-0.0022232342125417803,-0.0022257092668210425
2006-11-06,1364.27001953125,1381.4000244140625,1364.27001953125,1379.780029296875,2533550000.0,Monday,November,2.760009765625,1370.221502685547,0.011346463325312195,0.011282575026932747
2006-11-07,1379.75,1388.18994140625,1379.18994140625,1382.8399658203125,2636390000.0,Tuesday,November,5.4599609375,1371.6924987792968,0.002217698805944357,0.0022152433415975263
2006-11-08,1382.5,1388.6099853515625,1379.3299560546875,1385.719970703125,2814820000.0,Wednesday,November,3.5,1373.4809997558593,0.0020826740288086842,0.002080508269778957
2006-11-09,1385.4300537109375,1388.9200439453125,1377.31005859375,1378.3299560546875,3012050000.0,Thursday,November,-10.75,1374.2559997558594,-0.005332978382845854,-0.005347249472951695
2006-11-10,1378.3299560546875,1381.0400390625,1375.5999755859375,1380.9000244140625,2290200000.0,Friday,November,3.56005859375,1375.020001220703,0.0018646249021037065,0.0018628886470654841
2006-11-13,1380.5799560546875,1387.6099853515625,1378.800048828125,1384.4200439453125,2386340000.0,Monday,November,6.489990234375,1375.7880004882813,0.0025490763045961096,0.0025458329201797896
2006-11-14,1384.3599853515625,1394.489990234375,1379.0699462890625,1393.219970703125,3027480000.0,Tuesday,November,15.280029296875,1377.2464965820313,0.006356399415263114,0.006336282710039514
2006-11-15,1392.9100341796875,1401.3499755859375,1392.1300048828125,1396.5699462890625,2831130000.0,Wednesday,November,28.7598876953125,1378.7849914550782,0.002404484328664136,0.0024015981817582426
2006-11-16,1396.530029296875,1403.760009765625,1396.530029296875,1399.760009765625,2835730000.0,Thursday,November,32.4200439453125,1380.4249938964845,0.002284213178895156,0.0022816083299046206
2006-11-17,1399.760009765625,1401.2099609375,1394.550048828125,1401.199951171875,2726100000.0,Friday,November,36.89990234375,1382.0549926757812,0.0010287059183031744,0.001028177162961429
2006-11-20,1401.1700439453125,1404.3699951171875,1397.8499755859375,1400.5,2546710000.0,Monday,November,20.719970703125,1383.2289916992188,-0.0004995369656483062,-0.0004996617758049194
2006-11-21,1400.4300537109375,1403.489990234375,1399.989990234375,1402.81005859375,2597940000.0,Tuesday,November,19.9700927734375,1384.5004943847657,0.001649452762406245,0.0016480939092360738
2006-11-22,1402.68994140625,1407.8900146484375,1402.260009765625,1406.0899658203125,2237710000.0,Wednesday,November,20.3699951171875,1385.693994140625,0.0023380978817977294,0.002335368784049262
2006-11-23,1402.68994140625,1407.8900146484375,1402.260009765625,1406.0899658203125,2237710000.0,Thursday,November,27.760009765625,1386.5444946289062,0.0,0.0
2006-11-24,1405.93994140625,1405.93994140625,1399.25,1400.949951171875,832550000.0,Friday,November,20.0499267578125,1387.7249938964844,-0.0036555375355650233,-0.0036622353406025425
2006-11-27,1400.949951171875,1400.949951171875,1381.43994140625,1381.9599609375,2711210000.0,Monday,November,-2.4600830078125,1387.9264892578126,-0.013555081120842472,-0.013647789970175506
2006-11-28,1381.6099853515625,1387.9100341796875,1377.8299560546875,1386.719970703125,2639750000.0,Tuesday,November,-6.5,1388.3654907226562,0.0034443905034671207,0.0034384721766224924
2006-11-29,1386.1099853515625,1401.1400146484375,1386.1099853515625,1399.47998046875,2790970000.0,Wednesday,November,2.9100341796875,1389.9489868164062,0.009201576407062984,0.00915949981987441
2006-11-30,1399.469970703125,1406.300048828125,1393.8299560546875,1400.6300048828125,4006230000.0,Thursday,November,0.8699951171875,1391.6134887695312,0.0008217512433992269,0.0008214137907016746
2006-12-01,1400.6300048828125,1402.4599609375,1385.9300537109375,1396.7099609375,2800980000.0,Friday,December,-4.489990234375,1393.233984375,-0.002798771932377986,-0.0028026958176261096
2006-12-04,1396.6700439453125,1411.22998046875,1396.6700439453125,1409.1199951171875,2766320000.0,Monday,December,8.6199951171875,1394.7009826660155,0.00888519057411008,0.008845949539756107
2006-12-05,1409.0999755859375,1415.27001953125,1408.780029296875,1414.760009765625,2755700000.0,Tuesday,December,11.949951171875,1396.2969848632813,0.00400250842226435,0.003994519694966535
2006-12-06,1414.4000244140625,1415.9300537109375,1411.050048828125,1412.9000244140625,2725280000.0,Wednesday,December,6.81005859375,1397.655987548828,-0.0013147002592126533,-0.0013155652358048573
2006-12-07,1412.8599853515625,1418.27001953125,1406.800048828125,1407.2900390625,2743150000.0,Thursday,December,1.2000732421875,1399.1039916992188,-0.003970546574156186,-0.003978450122078702
2006-12-08,1407.27001953125,1414.0899658203125,1403.6700439453125,1409.8399658203125,2440460000.0,Friday,December,8.8900146484375,1400.5509887695312,0.001811941168510689,0.0018103015833673987
2006-12-11,1409.81005859375,1415.5999755859375,1408.56005859375,1413.0400390625,2289900000.0,Monday,December,31.080078125,1401.9819885253905,0.002269813113380925,0.0022672409790369433
2006-12-12,1413.0,1413.780029296875,1404.75,1411.56005859375,2738170000.0,Tuesday,December,24.840087890625,1402.898992919922,-0.0010473733424651854,-0.0010479222212118867
2006-12-13,1411.3199462890625,1416.6400146484375,1411.050048828125,1413.2099609375,2552260000.0,Wednesday,December,13.72998046875,1403.7309936523438,0.0011688502615989638,0.0011681676879644158
2006-12-14,1413.1600341796875,1427.22998046875,1413.1600341796875,1425.489990234375,2729700000.0,Thursday,December,24.8599853515625,1405.0174926757813,0.008689458492585622,0.008651922436740064
2006-12-15,1425.47998046875,1431.6300048828125,1425.47998046875,1427.0899658203125,3229580000.0,Friday,December,30.3800048828125,1406.311993408203,0.0011224039431343424,0.0011217745187634652
2006-12-18,1427.0799560546875,1431.81005859375,1420.6500244140625,1422.47998046875,2568140000.0,Monday,December,13.3599853515625,1407.4109924316406,-0.00323033968563613,-0.003235568496471714
2006-12-19,1422.4200439453125,1428.300048828125,1414.8800048828125,1425.550048828125,2717060000.0,Tuesday,December,10.7900390625,1408.5479919433594,0.002158250661892236,0.002155924984594354
2006-12-20,1425.510009765625,1429.050048828125,1423.510009765625,1423.530029296875,2387630000.0,Wednesday,December,10.6300048828125,1409.4199951171875,-0.0014170106008628558,-0.0014180155098076032
2006-12-21,1423.199951171875,1426.4000244140625,1415.9000244140625,1418.300048828125,2322410000.0,Thursday,December,11.010009765625,1410.030499267578,-0.003673951628075822,-0.0036807171642770386
2006-12-22,1418.0999755859375,1418.8199462890625,1410.280029296875,1410.760009765625,1647590000.0,Friday,December,0.9200439453125,1410.5210021972657,-0.005316251006780903,-0.005330432553268684
2006-12-25,1418.0999755859375,1418.8199462890625,1410.280029296875,1410.760009765625,1647590000.0,Monday,December,-2.280029296875,1411.961004638672,0.0,0.0
2006-12-26,1410.75,1417.9100341796875,1410.449951171875,1416.9000244140625,1310310000.0,Tuesday,December,5.3399658203125,1413.4700073242188,0.004352274381138388,0.004342830626287104
2006-12-27,1416.6300048828125,1427.719970703125,1416.6300048828125,1426.8399658203125,1667370000.0,Wednesday,December,13.6300048828125,1414.8380065917968,0.007015273650207154,0.0069907810992623325
2006-12-28,1426.77001953125,1427.260009765625,1422.050048828125,1424.72998046875,1508570000.0,Thursday,December,-0.760009765625,1416.0430053710938,-0.0014787820653379136,-0.0014798765426649958
2006-12-29,1424.7099609375,1427.0,1416.8399658203125,1418.300048828125,1678200000.0,Friday,December,-8.7899169921875,1417.122509765625,-0.004513087903512458,-0.004523302629615828
2007-01-01,1424.7099609375,1427.0,1416.8399658203125,1418.300048828125,1678200000.0,Monday,January,-4.179931640625,1417.5815124511719,0.0,0.0
2007-01-02,1424.7099609375,1427.0,1416.8399658203125,1418.300048828125,1678200000.0,Tuesday,January,-7.25,1417.7585144042969,0.0,0.0
2007-01-03,1418.030029296875,1429.4200439453125,1407.8599853515625,1416.5999755859375,3429160000.0,Wednesday,January,-6.9300537109375,1417.9435119628906,-0.0011986696634412874,-0.0011993886425253535
2007-01-04,1416.5999755859375,1421.8399658203125,1408.4300537109375,1418.3399658203125,3004460000.0,Thursday,January,0.0399169921875,1418.4960083007813,0.0012282862236074887,0.0012275324972152997
2007-01-05,1418.3399658203125,1418.3399658203125,1405.75,1409.7099609375,2919400000.0,Friday,January,-1.050048828125,1418.4895080566407,-0.006084581335068839,-0.006103167832470129
2007-01-08,1409.260009765625,1414.97998046875,1403.969970703125,1412.8399658203125,2763340000.0,Monday,January,2.0799560546875,1418.4795043945312,0.00222031834174663,0.0022178570774974288
2007-01-09,1412.8399658203125,1415.6099853515625,1405.4200439453125,1412.1099853515625,3038380000.0,Tuesday,January,-4.7900390625,1418.5070007324218,-0.00051667597633831,-0.0005168094993646467
2007-01-10,1408.699951171875,1415.989990234375,1405.3199462890625,1414.8499755859375,2764660000.0,Wednesday,January,-11.989990234375,1418.5890014648437,0.0019403518584233392,0.001938471807337008
2007-01-11,1414.8399658203125,1427.1199951171875,1414.8399658203125,1423.8199462890625,2857870000.0,Thursday,January,-0.9100341796875,1418.5054992675782,0.006339874091180642,0.006319861629223327
2007-01-12,1423.8199462890625,1431.22998046875,1422.5799560546875,1430.72998046875,2686480000.0,Friday,January,12.429931640625,1418.6875,0.004853165737491727,0.004841427093058067
2007-01-15,1423.8199462890625,1431.22998046875,1422.5799560546875,1430.72998046875,2686480000.0,Monday,January,12.429931640625,1419.1,0.0,0.0
2007-01-16,1430.72998046875,1433.9300537109375,1428.6199951171875,1431.9000244140625,2599530000.0,Tuesday,January,13.5999755859375,1419.417498779297,0.000817795084526729,0.0008174608723255756
2007-01-17,1431.77001953125,1435.27001953125,1428.5699462890625,1430.6199951171875,2690270000.0,Wednesday,January,14.02001953125,1419.7719970703124,-0.0008939376178855873,-0.0008943374184001605
2007-01-18,1430.5899658203125,1432.9599609375,1424.2099609375,1426.3699951171875,2822430000.0,Thursday,January,8.030029296875,1420.1754943847657,-0.002970739969038294,-0.002975161375757787
2007-01-19,1426.3499755859375,1431.5699462890625,1425.18994140625,1430.5,2777480000.0,Friday,January,20.7900390625,1421.1624938964844,0.0028954653399542174,0.002891281554245473
2007-01-22,1430.469970703125,1431.3900146484375,1420.4000244140625,1422.949951171875,2540120000.0,Monday,January,10.1099853515625,1421.771990966797,-0.005277909002534109,-0.005291886366783456
2007-01-23,1422.949951171875,1431.3299560546875,1421.6600341796875,1427.989990234375,2975070000.0,Tuesday,January,15.8800048828125,1422.3264892578125,0.003541965097471733,0.0035357071117870357
2007-01-24,1427.9599609375,1440.1400146484375,1427.9599609375,1440.1300048828125,2783180000.0,Wednesday,January,25.280029296875,1422.9909912109374,0.008501470410478884,0.00846553642839807
2007-01-25,1440.1199951171875,1440.68994140625,1422.3399658203125,1423.9000244140625,2994330000.0,Thursday,January,0.080078125,1422.9494934082031,-0.011269802319041844,-0.01133378773070705
2007-01-26,1423.9000244140625,1427.27001953125,1416.9599609375,1422.1800537109375,2626620000.0,Friday,January,-8.5499267578125,1423.1434936523438,-0.001207929400684371,-0.0012086595354295969
2007-01-29,1422.030029296875,1426.93994140625,1418.4599609375,1420.6199951171875,2730480000.0,Monday,January,-10.1099853515625,1423.2594909667969,-0.001096948722968838,-0.0010975508115664014
2007-01-30,1420.6099853515625,1428.8199462890625,1420.6099853515625,1428.8199462890625,2706250000.0,Tuesday,January,-3.080078125,1423.7854858398437,0.005772093311412707,0.005755498607645567
2007-01-31,1428.6500244140625,1441.6099853515625,1424.780029296875,1438.239990234375,2976690000.0,Wednesday,January,7.6199951171875,1424.8674865722655,0.006592883847806208,0.006571245841597129
2007-02-01,1437.9000244140625,1446.6400146484375,1437.9000244140625,1445.93994140625,2914890000.0,Thursday,February,19.5699462890625,1426.2474853515625,0.005353731800087358,0.005339451523831852
2007-02-02,1445.93994140625,1449.3299560546875,1444.489990234375,1448.3900146484375,2569450000.0,Friday,February,17.8900146484375,1428.1814880371094,0.0016944502133364736,0.0016930162521957197
2007-02-05,1448.3299560546875,1449.3800048828125,1443.8499755859375,1446.989990234375,2439430000.0,Monday,February,24.0400390625,1429.8889892578125,-0.0009666073363550076,-0.0009670748024880951
2007-02-06,1446.97998046875,1450.18994140625,1443.4000244140625,1448.0,2608710000.0,Tuesday,February,20.010009765625,1431.6834899902344,0.0006980074309024253,0.0006977639370160676
2007-02-07,1447.4100341796875,1452.989990234375,1446.43994140625,1450.02001953125,2618820000.0,Wednesday,February,9.8900146484375,1433.4419921875,0.0013950411127416906,0.0013940689469243953
2007-02-08,1449.989990234375,1450.449951171875,1442.81005859375,1448.31005859375,2816180000.0,Thursday,February,24.4100341796875,1434.6664978027343,-0.0011792671235344443,-0.0011799630061502266
2007-02-09,1448.25,1452.449951171875,1433.43994140625,1438.06005859375,2951810000.0,Friday,February,15.8800048828125,1435.0330017089843,-0.0070772138460132306,-0.007102376113371196
2007-02-12,1438.0,1439.1099853515625,1431.43994140625,1433.3699951171875,2395680000.0,Monday,February,12.75,1435.1650024414062,-0.0032613821992586445,-0.0032667120978962082
2007-02-13,1433.219970703125,1444.4100341796875,1433.219970703125,1444.260009765625,2652150000.0,Tuesday,February,15.4400634765625,1435.7830017089843,0.007597490309923183,0.0075687747329175785
2007-02-14,1443.9100341796875,1457.6500244140625,1443.9100341796875,1455.300048828125,2699290000.0,Wednesday,February,17.06005859375,1437.0170043945313,0.007644080004882037,0.0076150120631249705
2007-02-15,1455.1500244140625,1457.969970703125,1453.18994140625,1456.81005859375,2490920000.0,Thursday,February,10.8701171875,1438.5390075683595,0.0010375934274453602,0.001037055499453231
2007-02-16,1456.77001953125,1456.77001953125,1451.5699462890625,1455.5400390625,2399450000.0,Friday,February,7.1500244140625,1439.7910095214843,-0.0008717811383565088,-0.0008721613605295131
2007-02-19,1456.77001953125,1456.77001953125,1451.5699462890625,1455.5400390625,2399450000.0,Monday,February,8.550048828125,1441.4205139160156,0.0,0.0
2007-02-20,1455.530029296875,1460.530029296875,1449.199951171875,1459.6800537109375,2337860000.0,Tuesday,February,11.6800537109375,1443.0050170898437,0.002844315193901492,0.002840277783407165
2007-02-21,1459.5999755859375,1459.5999755859375,1452.02001953125,1457.6300048828125,2606980000.0,Wednesday,February,7.6099853515625,1443.8800170898437,-0.001404450806129165,-0.0014054379715543585
2007-02-22,1457.2900390625,1461.5699462890625,1450.510009765625,1456.3800048828125,1950770000.0,Thursday,February,8.0699462890625,1445.5040161132813,-0.0008575564414925463,-0.0008579243533695572
2007-02-23,1456.219970703125,1456.219970703125,1448.3599853515625,1451.18994140625,2579950000.0,Friday,February,13.1298828125,1446.9545104980468,-0.003563673944411261,-0.0035700389567874836
2007-02-26,1451.0400390625,1456.949951171875,1445.47998046875,1449.3699951171875,2822170000.0,Monday,February,16.0,1448.3920104980468,-0.0012541061904680628,-0.0012548932397342684
2007-02-27,1449.25,1449.25,1389.4200439453125,1399.0400390625,4065230000.0,Tuesday,February,-45.219970703125,1446.9030151367188,-0.034725402225963764,-0.035342660843100726
2007-02-28,1398.6400146484375,1415.8900146484375,1396.6500244140625,1406.8199462890625,3925250000.0,Wednesday,February,-48.4801025390625,1445.332012939453,0.005560889616694542,0.005545484952734019
2007-03-01,1406.800048828125,1409.4599609375,1380.8699951171875,1403.1700439453125,3874910000.0,Thursday,March,-53.6400146484375,1443.1935180664063,-0.0025944345993798024,-0.0025978059773005212
2007-03-02,1403.1600341796875,1403.4000244140625,1386.8699951171875,1387.1700439453125,3312260000.0,Friday,March,-68.3699951171875,1440.13251953125,-0.011402751982227732,-0.011468261829749615
2007-03-05,1387.1099853515625,1391.8599853515625,1373.969970703125,1374.1199951171875,3480520000.0,Monday,March,-81.4200439453125,1436.4890197753907,-0.009407677800631231,-0.009452209514841423
2007-03-06,1374.06005859375,1397.9000244140625,1374.06005859375,1395.4100341796875,3358160000.0,Tuesday,March,-64.27001953125,1433.859521484375,0.01549358071940743,0.015374780717887004
2007-03-07,1395.02001953125,1401.1600341796875,1390.6400146484375,1391.969970703125,3141350000.0,Wednesday,March,-65.6600341796875,1430.9570190429688,-0.0024652707034493737,-0.002468314486799026
2007-03-08,1391.8800048828125,1407.9300537109375,1391.8800048828125,1401.8900146484375,3014850000.0,Thursday,March,-54.489990234375,1428.6360168457031,0.007126622092502144,0.0071013477307829646
2007-03-09,1401.8900146484375,1410.1500244140625,1397.300048828125,1402.8399658203125,2623050000.0,Friday,March,-48.3499755859375,1426.8750122070312,0.0006776217548800645,0.0006773922729208479
2007-03-12,1402.800048828125,1409.3399658203125,1398.4000244140625,1406.5999755859375,2664000000.0,Monday,March,-42.77001953125,1425.5365112304687,0.0026802841786919274,0.0026766986224967043
2007-03-13,1406.22998046875,1406.22998046875,1377.7099609375,1377.949951171875,3485570000.0,Tuesday,March,-21.090087890625,1422.2210083007812,-0.020368281609082217,-0.02057857550740609
2007-03-14,1377.8599853515625,1388.0899658203125,1363.97998046875,1387.1700439453125,3758350000.0,Wednesday,March,-19.64990234375,1418.8145080566405,0.006691166660731218,0.0066688801649587605
2007-03-15,1387.1099853515625,1395.72998046875,1385.1600341796875,1392.280029296875,2821900000.0,Thursday,March,-10.8900146484375,1415.5880065917968,0.003683748343518811,0.0036769799595125943
2007-03-16,1392.280029296875,1397.510009765625,1383.6300048828125,1386.949951171875,3393640000.0,Friday,March,-0.2200927734375,1412.1585021972655,-0.003828308970065253,-0.003835655701215665
2007-03-19,1386.949951171875,1403.199951171875,1386.949951171875,1402.06005859375,2777180000.0,Monday,March,27.9400634765625,1409.4845031738282,0.010894486429815275,0.01083556904272735
2007-03-20,1402.0400390625,1411.530029296875,1400.699951171875,1410.93994140625,2795940000.0,Tuesday,March,15.5299072265625,1407.0474975585937,0.006333453947334089,0.0063134819115044745
2007-03-21,1410.9200439453125,1437.77001953125,1409.75,1435.0400390625,3184770000.0,Wednesday,March,43.070068359375,1405.9179992675781,0.017080881296924755,0.016936643202980273
2007-03-22,1435.0400390625,1437.6600341796875,1429.8800048828125,1434.5400390625,3129970000.0,Thursday,March,32.6500244140625,1404.8260009765625,-0.0003484223341437831,-0.00034848304730820604
2007-03-23,1434.5400390625,1438.8900146484375,1433.2099609375,1436.1099853515625,2619020000.0,Friday,March,33.27001953125,1404.072003173828,0.001094390010953239,0.0010937916027600407
2007-03-26,1436.1099853515625,1437.6500244140625,1423.280029296875,1437.5,2754660000.0,Monday,March,30.9000244140625,1403.4785034179688,0.0009679026415914116,0.000967434525865559
2007-03-27,1437.489990234375,1437.489990234375,1425.5400390625,1428.6099853515625,2673040000.0,Tuesday,March,50.6600341796875,1404.9570007324219,-0.006184358016304348,-0.006203560368758968
2007-03-28,1428.3499755859375,1428.3499755859375,1414.0699462890625,1417.22998046875,3000440000.0,Wednesday,March,30.0599365234375,1405.4775024414062,-0.00796578842336182,-0.007997684815493823
2007-03-29,1417.1700439453125,1426.239990234375,1413.27001953125,1422.530029296875,2854710000.0,Thursday,March,30.25,1406.4455017089845,0.0037397238988494674,0.0037327485166896573
